seq,event_time,from,to,amount_minor
539,2026-08-02T18:32:00Z,c175,c009,759
540,2026-08-02T18:37:00Z,c064,m003,5175
541,2026-08-02T18:38:00Z,c128,m038,2543
542,2026-08-02T18:44:00Z,c128,m021,4082
543,2026-08-02T19:06:00Z,c024,m035,3928
544,2026-08-02T19:07:00Z,c152,m017,12461
545,2026-08-02T19:23:00Z,c087,m031,32088
546,2026-08-02T19:29:00Z,c062,m022,3572
547,2026-08-02T19:32:00Z,c011,m025,903
548,2026-08-02T19:37:00Z,c112,m032,6140
549,2026-08-02T19:50:00Z,c125,m003,5121
550,2026-08-02T19:52:00Z,c082,m015,25285
551,2026-08-02T19:52:00Z,c116,m002,2089
552,2026-08-02T19:55:00Z,c010,c047,3546
553,2026-08-02T20:19:00Z,c025,c091,14517
554,2026-08-02T20:22:00Z,c025,c091,16550
555,2026-08-02T20:29:00Z,c025,c091,9764
556,2026-08-02T20:43:00Z,c123,m034,2003
557,2026-08-02T20:44:00Z,c010,m039,2166
558,2026-08-02T20:46:00Z,c091,m013,4388
559,2026-08-02T20:51:00Z,c147,c104,10569
560,2026-08-02T20:51:00Z,c178,m011,6857
561,2026-08-02T20:54:00Z,c125,m029,9816
562,2026-08-02T20:54:00Z,c172,m032,810
563,2026-08-02T21:03:00Z,c154,m016,1809
564,2026-08-02T21:05:00Z,c062,m004,14657
565,2026-08-02T21:07:00Z,c010,m003,7112
566,2026-08-02T21:14:00Z,c026,m027,5634
567,2026-08-02T21:16:00Z,c075,m029,19834
568,2026-08-02T21:16:00Z,c142,m005,240000
569,2026-08-02T21:19:00Z,c096,m003,10866
570,2026-08-02T21:59:00Z,c123,m034,4378
571,2026-08-02T22:12:00Z,c096,m006,17282
572,2026-08-02T22:33:00Z,c026,m038,2619
573,2026-08-02T22:38:00Z,c072,c071,8562
574,2026-08-02T22:38:00Z,c152,m036,12977
575,2026-08-02T22:38:00Z,c167,c133,9323
576,2026-08-02T22:58:00Z,c125,m031,3542
577,2026-08-03T00:51:00Z,c154,m016,2870
578,2026-08-03T00:51:00Z,c172,m038,1513
579,2026-08-03T01:15:00Z,c049,c040,1898
580,2026-08-03T03:49:00Z,c021,m038,9021
581,2026-08-03T04:46:00Z,c045,m039,1746
582,2026-08-03T04:57:00Z,c171,m031,11127
583,2026-08-03T05:10:00Z,c137,m005,2785
584,2026-08-03T05:18:00Z,c166,m033,2001
585,2026-08-03T05:33:00Z,c169,m012,18893
586,2026-08-03T05:35:00Z,c121,m007,11606
587,2026-08-03T06:05:00Z,c076,m016,27366
588,2026-08-03T06:16:00Z,c163,c017,4542
589,2026-08-03T06:18:00Z,c093,m024,1354
590,2026-08-03T06:38:00Z,c100,c063,3463
591,2026-08-03T06:41:00Z,c038,m023,2327
592,2026-08-03T06:45:00Z,c135,m025,16214
593,2026-08-03T06:46:00Z,c008,m032,3342
594,2026-08-03T06:47:00Z,c021,m002,15219
595,2026-08-03T06:47:00Z,c076,m016,17599
596,2026-08-03T06:50:00Z,c078,m011,4538
597,2026-08-03T06:52:00Z,c078,m001,1570
598,2026-08-03T06:56:00Z,c093,m008,1446
599,2026-08-03T07:06:00Z,c093,m027,920
600,2026-08-03T07:06:00Z,c098,m032,5016
601,2026-08-03T07:13:00Z,c093,m024,2165
602,2026-08-03T07:15:00Z,c065,m030,19406
603,2026-08-03T07:16:00Z,c095,c022,1967
604,2026-08-03T07:20:00Z,c103,m026,1129
605,2026-08-03T07:22:00Z,c105,m013,973
606,2026-08-03T07:28:00Z,c005,m023,4105
607,2026-08-03T07:37:00Z,c016,m037,3189
608,2026-08-03T07:41:00Z,c032,m022,571
609,2026-08-03T07:43:00Z,c060,m032,15564
610,2026-08-03T07:46:00Z,c169,m039,29613
611,2026-08-03T07:47:00Z,c032,m011,1561
612,2026-08-03T07:49:00Z,c032,m002,2256
613,2026-08-03T07:55:00Z,c169,m012,36252
614,2026-08-03T07:58:00Z,c002,m014,9468
615,2026-08-03T07:59:00Z,c126,c029,7998
616,2026-08-03T08:09:00Z,c002,m029,4845
617,2026-08-03T08:10:00Z,c043,m018,18054
618,2026-08-03T08:38:00Z,c093,m007,1183
619,2026-08-03T08:43:00Z,c021,m002,8665
620,2026-08-03T08:47:00Z,c099,m011,677
621,2026-08-03T08:52:00Z,c008,m016,2737
622,2026-08-03T08:59:00Z,c042,c128,17910
623,2026-08-03T09:02:00Z,c098,m032,4981
624,2026-08-03T09:03:00Z,c042,m001,47528
625,2026-08-03T09:04:00Z,c070,m036,7716
626,2026-08-03T09:05:00Z,c042,m013,20713
627,2026-08-03T09:10:00Z,c109,m028,1976
628,2026-08-03T09:14:00Z,c109,m038,1194
629,2026-08-03T09:16:00Z,c109,m035,1552
630,2026-08-03T09:16:00Z,c165,c044,1751
631,2026-08-03T09:17:00Z,c016,m005,2318
632,2026-08-03T09:21:00Z,c057,m039,1971
633,2026-08-03T09:27:00Z,c005,m011,9259
634,2026-08-03T09:28:00Z,c109,c177,1704
635,2026-08-03T09:29:00Z,c053,m017,10379
636,2026-08-03T09:40:00Z,c041,m000,2926
637,2026-08-03T09:46:00Z,c153,m009,24476
638,2026-08-03T09:47:00Z,c137,m038,1793
639,2026-08-03T09:48:00Z,c029,m037,4072
640,2026-08-03T09:48:00Z,c166,m004,1540
641,2026-08-03T09:50:00Z,c135,m034,15307
642,2026-08-03T09:55:00Z,c163,m029,3104
643,2026-08-03T10:06:00Z,c103,m026,1378
644,2026-08-03T10:07:00Z,c110,m037,9305
645,2026-08-03T10:11:00Z,c027,c002,50000
646,2026-08-03T10:12:00Z,c095,m012,3312
647,2026-08-03T10:13:00Z,c027,m016,1712
648,2026-08-03T10:17:00Z,c098,m033,6492
649,2026-08-03T10:21:00Z,c019,m031,16478
650,2026-08-03T10:21:00Z,c027,m024,1299
651,2026-08-03T10:24:00Z,c095,c022,1887
652,2026-08-03T10:25:00Z,c090,m024,33151
653,2026-08-03T10:35:00Z,c001,c133,8139
654,2026-08-03T10:38:00Z,c030,c038,50000
655,2026-08-03T10:43:00Z,c092,c176,1025
656,2026-08-03T10:45:00Z,c005,m011,8106
657,2026-08-03T10:45:00Z,c066,c158,4083
658,2026-08-03T10:46:00Z,c004,c166,2885
659,2026-08-03T10:49:00Z,c006,m031,14218
660,2026-08-03T10:52:00Z,c004,m028,3439
661,2026-08-03T10:52:00Z,c105,m013,3147
662,2026-08-03T10:55:00Z,c037,c122,9835
663,2026-08-03T10:56:00Z,c000,m039,71586
664,2026-08-03T10:57:00Z,c017,m000,10250
665,2026-08-03T10:57:00Z,c120,m028,6255
666,2026-08-03T10:58:00Z,c053,m025,22500
667,2026-08-03T10:59:00Z,c043,m002,9593
668,2026-08-03T11:03:00Z,c000,m036,26773
669,2026-08-03T11:03:00Z,c009,m024,1958
670,2026-08-03T11:13:00Z,c000,m039,35933
671,2026-08-03T11:17:00Z,c127,m000,3325
672,2026-08-03T11:23:00Z,c163,m029,2758
673,2026-08-03T11:26:00Z,c158,m033,1591
674,2026-08-03T11:30:00Z,c158,m025,2184
675,2026-08-03T11:30:00Z,c158,m028,1289
676,2026-08-03T11:37:00Z,c119,m036,789
677,2026-08-03T11:41:00Z,c053,m001,20794
678,2026-08-03T11:41:00Z,c158,m025,1067
679,2026-08-03T11:45:00Z,c139,m026,14469
680,2026-08-03T11:46:00Z,c037,c003,25187
681,2026-08-03T11:47:00Z,c138,m028,13240
682,2026-08-03T11:48:00Z,c034,m014,25111
683,2026-08-03T11:50:00Z,c001,c133,10651
684,2026-08-03T11:50:00Z,c138,m037,20825
685,2026-08-03T11:52:00Z,c034,m019,12034
686,2026-08-03T11:52:00Z,c034,m022,8844
687,2026-08-03T11:53:00Z,c138,m028,16209
688,2026-08-03T11:56:00Z,c065,m030,26682
689,2026-08-03T12:01:00Z,c120,m004,10377
690,2026-08-03T12:07:00Z,c101,c022,4658
691,2026-08-03T12:08:00Z,c092,m037,1617
692,2026-08-03T12:08:00Z,c153,m025,32081
693,2026-08-03T12:10:00Z,c101,m018,6311
694,2026-08-03T12:13:00Z,c101,c022,8127
695,2026-08-03T12:13:00Z,c101,c129,4702
696,2026-08-03T12:14:00Z,c035,m011,1080
697,2026-08-03T12:16:00Z,c035,m037,1191
698,2026-08-03T12:21:00Z,c092,c176,2081
699,2026-08-03T12:26:00Z,c074,c038,7627
700,2026-08-03T12:28:00Z,c000,m036,25181
701,2026-08-03T12:43:00Z,c153,m009,28536
702,2026-08-03T12:45:00Z,c022,m031,1774
703,2026-08-03T12:45:00Z,c074,m036,7543
704,2026-08-03T12:47:00Z,c022,m035,1974
705,2026-08-03T12:50:00Z,c126,m006,6691
706,2026-08-03T12:51:00Z,c150,m028,10730
707,2026-08-03T12:51:00Z,c162,c161,23946
708,2026-08-03T12:53:00Z,c022,m035,1166
709,2026-08-03T12:53:00Z,c111,m039,13122
710,2026-08-03T12:54:00Z,c006,m016,10505
711,2026-08-03T12:54:00Z,c162,m038,14083
712,2026-08-03T12:55:00Z,c162,m026,13609
713,2026-08-03T13:02:00Z,c052,c030,5892
714,2026-08-03T13:06:00Z,c000,c018,10081
715,2026-08-03T13:08:00Z,c117,m009,3501
716,2026-08-03T13:09:00Z,c113,m010,2182
717,2026-08-03T13:12:00Z,c146,m023,13486
718,2026-08-03T13:13:00Z,c114,m029,32187
719,2026-08-03T13:17:00Z,c144,m038,4320
720,2026-08-03T13:18:00Z,c150,m032,10525
721,2026-08-03T13:27:00Z,c020,c058,34248
722,2026-08-03T13:30:00Z,c149,m003,2372
723,2026-08-03T13:31:00Z,c033,m002,1364
724,2026-08-03T13:40:00Z,c030,m021,1357
725,2026-08-03T13:45:00Z,c168,c091,22904
726,2026-08-03T13:50:00Z,c133,c155,1546
727,2026-08-03T13:51:00Z,c122,c144,4277
728,2026-08-03T13:51:00Z,c127,m000,3890
729,2026-08-03T13:52:00Z,c099,m007,1824
730,2026-08-03T13:52:00Z,c108,m035,4047
731,2026-08-03T13:53:00Z,c175,m028,738
732,2026-08-03T13:54:00Z,c122,m010,3706
733,2026-08-03T13:56:00Z,c052,m026,11648
734,2026-08-03T13:56:00Z,c127,m014,3911
735,2026-08-03T13:57:00Z,c122,m010,3738
736,2026-08-03T13:59:00Z,c159,m005,2325
737,2026-08-03T14:06:00Z,c175,c009,1497
738,2026-08-03T14:12:00Z,c023,m013,1515
739,2026-08-03T14:15:00Z,c117,m028,10035
740,2026-08-03T14:27:00Z,c114,c154,400000
741,2026-08-03T14:28:00Z,c069,m011,882
742,2026-08-03T14:30:00Z,c030,m021,1041
743,2026-08-03T14:35:00Z,c174,m032,1646
744,2026-08-03T14:36:00Z,c033,c084,1745
745,2026-08-03T14:37:00Z,c089,m039,13756
746,2026-08-03T14:40:00Z,c155,c056,778
747,2026-08-03T14:41:00Z,c029,m007,2404
748,2026-08-03T14:43:00Z,c104,m036,8708
749,2026-08-03T14:44:00Z,c050,c063,6787
750,2026-08-03T14:46:00Z,c102,m028,14132
751,2026-08-03T14:49:00Z,c136,m003,12909
752,2026-08-03T14:55:00Z,c069,m006,1721
753,2026-08-03T15:03:00Z,c179,c080,2583
754,2026-08-03T15:04:00Z,c051,m015,9749
755,2026-08-03T15:04:00Z,c061,c055,23612
756,2026-08-03T15:06:00Z,c179,c080,799
757,2026-08-03T15:08:00Z,c086,m021,3786
758,2026-08-03T15:10:00Z,c156,m023,34443
759,2026-08-03T15:12:00Z,c179,m024,1386
760,2026-08-03T15:15:00Z,c179,m031,1870
761,2026-08-03T15:16:00Z,c012,m038,2101
762,2026-08-03T15:16:00Z,c156,m022,21895
763,2026-08-03T15:20:00Z,c113,m021,1495
764,2026-08-03T15:23:00Z,c159,c060,1663
765,2026-08-03T15:25:00Z,c107,m039,579
766,2026-08-03T15:34:00Z,c130,c095,12275
767,2026-08-03T15:38:00Z,c130,m025,17298
768,2026-08-03T15:40:00Z,c134,m006,27424
769,2026-08-03T15:42:00Z,c134,m006,34159
770,2026-08-03T15:43:00Z,c023,m039,1173
771,2026-08-03T15:43:00Z,c130,m001,12335
772,2026-08-03T15:44:00Z,c036,c077,15597
773,2026-08-03T15:44:00Z,c130,m024,21691
774,2026-08-03T15:49:00Z,c167,m026,8820
775,2026-08-03T15:52:00Z,c134,m028,17591
776,2026-08-03T15:53:00Z,c094,m010,50127
777,2026-08-03T15:55:00Z,c046,c064,3838
778,2026-08-03T15:57:00Z,c088,c173,16214
779,2026-08-03T15:58:00Z,c035,m029,1726
780,2026-08-03T15:58:00Z,c130,c095,5785
781,2026-08-03T15:59:00Z,c113,c011,1133
782,2026-08-03T16:03:00Z,c136,c120,15402
783,2026-08-03T16:05:00Z,c161,m015,3147
784,2026-08-03T16:10:00Z,c094,m021,24852
785,2026-08-03T16:12:00Z,c150,m018,10229
786,2026-08-03T16:13:00Z,c074,c038,10658
787,2026-08-03T16:13:00Z,c080,m036,3690
788,2026-08-03T16:15:00Z,c044,m038,1657
789,2026-08-03T16:17:00Z,c144,m006,8720
790,2026-08-03T16:19:00Z,c080,m023,2271
791,2026-08-03T16:22:00Z,c118,c106,2277
792,2026-08-03T16:23:00Z,c033,m004,916
793,2026-08-03T16:25:00Z,c068,m038,8560
794,2026-08-03T16:25:00Z,c080,m023,2584
795,2026-08-03T16:26:00Z,c154,c009,5985
796,2026-08-03T16:31:00Z,c048,c127,5949
797,2026-08-03T16:31:00Z,c154,m037,7849
798,2026-08-03T16:36:00Z,c048,m023,8817
799,2026-08-03T16:37:00Z,c048,m010,9553
800,2026-08-03T16:41:00Z,c059,m021,22898
801,2026-08-03T16:47:00Z,c054,m010,1364
802,2026-08-03T16:48:00Z,c146,m039,10285
803,2026-08-03T16:51:00Z,c069,c050,1999
804,2026-08-03T16:52:00Z,c061,m014,13044
805,2026-08-03T16:56:00Z,c089,m014,8946
806,2026-08-03T16:58:00Z,c059,m002,14128
807,2026-08-03T17:04:00Z,c173,m013,5709
808,2026-08-03T17:05:00Z,c082,c039,13601
809,2026-08-03T17:06:00Z,c074,c171,9303
810,2026-08-03T17:08:00Z,c167,m036,9502
811,2026-08-03T17:15:00Z,c014,c084,1634
812,2026-08-03T17:16:00Z,c059,m032,19914
813,2026-08-03T17:29:00Z,c174,m038,1223
814,2026-08-03T17:33:00Z,c024,c083,4853
815,2026-08-03T17:36:00Z,c018,m026,29324
816,2026-08-03T17:36:00Z,c102,m028,7119
817,2026-08-03T17:36:00Z,c168,c112,17145
818,2026-08-03T17:39:00Z,c082,m009,10422
819,2026-08-03T17:41:00Z,c018,m024,14022
820,2026-08-03T17:42:00Z,c094,m038,16492
821,2026-08-03T17:46:00Z,c018,c170,13837
822,2026-08-03T17:46:00Z,c069,c075,1559
823,2026-08-03T17:50:00Z,c014,c084,2689
824,2026-08-03T17:51:00Z,c083,m009,1155
825,2026-08-03T17:54:00Z,c150,m022,9748
826,2026-08-03T17:57:00Z,c146,m023,19246
827,2026-08-03T17:58:00Z,c026,m002,6426
828,2026-08-03T18:03:00Z,c012,c171,1085
829,2026-08-03T18:08:00Z,c003,c166,977
830,2026-08-03T18:08:00Z,c010,m003,4703
831,2026-08-03T18:10:00Z,c003,m026,50000
832,2026-08-03T18:12:00Z,c003,m026,2317
833,2026-08-03T18:12:00Z,c010,c047,1973
834,2026-08-03T18:13:00Z,c010,m009,4925
835,2026-08-03T18:13:00Z,c047,c089,5232
836,2026-08-03T18:14:00Z,c003,m026,1364
837,2026-08-03T18:16:00Z,c010,m022,1809
838,2026-08-03T18:17:00Z,c010,m023,5043
839,2026-08-03T18:18:00Z,c047,c089,3678
840,2026-08-03T18:19:00Z,c132,c146,13970
841,2026-08-03T18:23:00Z,c047,c069,8118
842,2026-08-03T18:28:00Z,c149,c090,1345
843,2026-08-03T18:34:00Z,c142,m015,7225
844,2026-08-03T18:42:00Z,c051,m032,2790
845,2026-08-03T18:44:00Z,c128,m036,1445
846,2026-08-03T18:45:00Z,c068,m038,4676
847,2026-08-03T18:54:00Z,c152,m032,25245
848,2026-08-03T18:58:00Z,c068,c102,16966
849,2026-08-03T18:58:00Z,c152,c043,10088
850,2026-08-03T18:59:00Z,c152,c104,9183
851,2026-08-03T19:04:00Z,c028,m031,661
852,2026-08-03T19:06:00Z,c028,c007,5442
853,2026-08-03T19:08:00Z,c087,m024,28845
854,2026-08-03T19:10:00Z,c028,c007,1972
855,2026-08-03T19:26:00Z,c125,m035,3906
856,2026-08-03T19:29:00Z,c073,m013,19452
857,2026-08-03T19:30:00Z,c155,m025,604
858,2026-08-03T19:31:00Z,c125,m035,8409
859,2026-08-03T19:34:00Z,c125,m029,9539
860,2026-08-03T19:35:00Z,c125,m001,3712
861,2026-08-03T19:38:00Z,c088,m021,240000
862,2026-08-03T19:42:00Z,c125,m028,6751
863,2026-08-03T19:48:00Z,c155,m027,2098
864,2026-08-03T20:01:00Z,c072,m027,15336
865,2026-08-03T20:04:00Z,c072,c097,6780
866,2026-08-03T20:04:00Z,c112,m015,5191
867,2026-08-03T20:11:00Z,c072,m027,7744
868,2026-08-03T20:20:00Z,c102,c151,9972
869,2026-08-03T20:28:00Z,c173,m012,5110
870,2026-08-03T20:29:00Z,c096,m006,24608
871,2026-08-03T20:39:00Z,c062,m025,16525
872,2026-08-03T20:42:00Z,c118,m009,1673
873,2026-08-03T21:04:00Z,c087,m019,20323
874,2026-08-03T21:10:00Z,c049,m019,1282
875,2026-08-03T21:14:00Z,c036,m032,10090
876,2026-08-03T21:14:00Z,c091,m024,5103
877,2026-08-03T21:18:00Z,c091,m024,7802
878,2026-08-03T21:20:00Z,c091,m024,3318
879,2026-08-03T21:30:00Z,c178,m027,12699
880,2026-08-03T21:33:00Z,c082,c039,14492
881,2026-08-03T21:34:00Z,c178,m035,9799
882,2026-08-03T21:42:00Z,c178,m039,8098
883,2026-08-03T21:53:00Z,c173,m008,3851
884,2026-08-03T21:54:00Z,c173,c047,6287
885,2026-08-03T21:56:00Z,c073,m004,10667
886,2026-08-03T22:20:00Z,c055,m018,3098
887,2026-08-03T22:26:00Z,c055,m018,3416
888,2026-08-03T22:28:00Z,c055,m024,3773
889,2026-08-03T22:30:00Z,c025,c070,8840
890,2026-08-03T22:51:00Z,c148,c046,27535
891,2026-08-03T23:51:00Z,c160,m000,5072
892,2026-08-04T00:07:00Z,c172,m038,1545
893,2026-08-04T03:19:00Z,c095,m025,3070
894,2026-08-04T05:00:00Z,c016,c025,10640
895,2026-08-04T05:21:00Z,c057,c016,4048
896,2026-08-04T05:38:00Z,c098,m010,120000
897,2026-08-04T05:41:00Z,c027,c126,1222
898,2026-08-04T05:53:00Z,c016,m037,4845
899,2026-08-04T05:57:00Z,c005,m011,4248
900,2026-08-04T06:39:00Z,c063,m022,4035
901,2026-08-04T06:51:00Z,c079,m018,10067
902,2026-08-04T07:24:00Z,c138,m009,18090
903,2026-08-04T07:39:00Z,c063,m011,2990
904,2026-08-04T07:44:00Z,c045,m000,4306
905,2026-08-04T07:44:00Z,c053,m017,48010
906,2026-08-04T07:50:00Z,c045,c018,3668
907,2026-08-04T07:50:00Z,c045,m025,1647
908,2026-08-04T07:51:00Z,c131,m010,13081
909,2026-08-04T07:53:00Z,c001,m016,17438
910,2026-08-04T07:56:00Z,c100,m017,3402
911,2026-08-04T08:03:00Z,c169,m007,25282
912,2026-08-04T08:13:00Z,c008,c063,6112
913,2026-08-04T08:13:00Z,c170,m024,1008
914,2026-08-04T08:18:00Z,c169,m014,24034
915,2026-08-04T08:20:00Z,c043,m022,240000
916,2026-08-04T08:22:00Z,c016,c025,6443
917,2026-08-04T08:23:00Z,c021,m015,18964
918,2026-08-04T08:27:00Z,c005,m023,2168
919,2026-08-04T08:28:00Z,c119,c128,1042
920,2026-08-04T08:29:00Z,c151,c038,5815
921,2026-08-04T08:31:00Z,c169,m014,8057
922,2026-08-04T08:33:00Z,c078,c054,2343
923,2026-08-04T08:36:00Z,c085,m003,2064
924,2026-08-04T08:40:00Z,c032,m006,741
925,2026-08-04T08:42:00Z,c177,m020,4719
926,2026-08-04T08:43:00Z,c001,m000,13840
927,2026-08-04T08:43:00Z,c032,m039,1775
928,2026-08-04T08:43:00Z,c135,c116,23074
929,2026-08-04T08:48:00Z,c032,m011,1674
930,2026-08-04T08:55:00Z,c001,m033,7041
931,2026-08-04T08:55:00Z,c032,m028,1202
932,2026-08-04T08:59:00Z,c137,m004,4675
933,2026-08-04T09:00:00Z,c171,c156,9879
934,2026-08-04T09:04:00Z,c166,m004,760
935,2026-08-04T09:06:00Z,c050,c005,4311
936,2026-08-04T09:07:00Z,c027,c002,1258
937,2026-08-04T09:09:00Z,c038,c144,3968
938,2026-08-04T09:09:00Z,c050,c089,3832
939,2026-08-04T09:10:00Z,c050,m001,5976
940,2026-08-04T09:12:00Z,c065,m030,19028
941,2026-08-04T09:16:00Z,c005,m011,8436
942,2026-08-04T09:18:00Z,c050,c063,10859
943,2026-08-04T09:19:00Z,c108,m026,60000
944,2026-08-04T09:19:00Z,c121,m025,7280
945,2026-08-04T09:22:00Z,c078,c021,2484
946,2026-08-04T09:24:00Z,c050,m033,5560
947,2026-08-04T09:37:00Z,c065,c137,400000
948,2026-08-04T10:02:00Z,c000,m036,21406
949,2026-08-04T10:03:00Z,c030,m020,2293
950,2026-08-04T10:04:00Z,c030,m037,984
951,2026-08-04T10:04:00Z,c166,m015,4218
952,2026-08-04T10:09:00Z,c065,c038,12569
953,2026-08-04T10:10:00Z,c119,m020,762
954,2026-08-04T10:14:00Z,c133,m022,1182
955,2026-08-04T10:15:00Z,c120,c078,8942
956,2026-08-04T10:17:00Z,c053,m025,20414
957,2026-08-04T10:19:00Z,c133,m009,902
958,2026-08-04T10:25:00Z,c137,m038,3215
959,2026-08-04T10:30:00Z,c169,m012,11512
960,2026-08-04T10:33:00Z,c060,m025,9443
961,2026-08-04T10:36:00Z,c137,c110,2505
962,2026-08-04T10:37:00Z,c157,m000,14275
963,2026-08-04T10:44:00Z,c058,m021,8636
964,2026-08-04T10:45:00Z,c120,c166,12619
965,2026-08-04T10:46:00Z,c103,c176,1658
966,2026-08-04T10:47:00Z,c066,c158,4800
967,2026-08-04T11:01:00Z,c042,m001,14335
968,2026-08-04T11:01:00Z,c042,m001,37315
969,2026-08-04T11:01:00Z,c058,m021,120000
970,2026-08-04T11:07:00Z,c108,c095,2324
971,2026-08-04T11:11:00Z,c120,m028,6363
972,2026-08-04T11:13:00Z,c107,c087,1442
973,2026-08-04T11:15:00Z,c035,m029,883
974,2026-08-04T11:15:00Z,c162,m022,11110
975,2026-08-04T11:20:00Z,c019,m012,14620
976,2026-08-04T11:21:00Z,c070,m024,4287
977,2026-08-04T11:22:00Z,c159,m035,543
978,2026-08-04T11:26:00Z,c019,m008,45907
979,2026-08-04T11:28:00Z,c035,m029,2074
980,2026-08-04T11:29:00Z,c058,m021,5153
981,2026-08-04T11:30:00Z,c019,m008,27228
982,2026-08-04T11:32:00Z,c141,m010,1484
983,2026-08-04T11:32:00Z,c143,c121,1874
984,2026-08-04T11:33:00Z,c005,c076,4163
985,2026-08-04T11:35:00Z,c078,c054,3596
986,2026-08-04T11:37:00Z,c124,m029,17815
987,2026-08-04T11:40:00Z,c035,m037,2437
988,2026-08-04T11:42:00Z,c170,c053,2055
989,2026-08-04T11:47:00Z,c119,m013,2594
990,2026-08-04T11:48:00Z,c119,m011,2031
991,2026-08-04T11:52:00Z,c070,m036,6832
992,2026-08-04T11:57:00Z,c137,m038,2084
993,2026-08-04T11:58:00Z,c131,c100,9492
994,2026-08-04T12:15:00Z,c099,c011,1997
995,2026-08-04T12:16:00Z,c079,m018,10425
996,2026-08-04T12:16:00Z,c120,m029,12722
997,2026-08-04T12:19:00Z,c110,m028,30727
998,2026-08-04T12:20:00Z,c008,m032,120000
999,2026-08-04T12:20:00Z,c099,m027,1647
1000,2026-08-04T12:21:00Z,c041,m029,5584
1001,2026-08-04T12:25:00Z,c099,m039,2130
1002,2026-08-04T12:27:00Z,c090,m008,24957
1003,2026-08-04T12:27:00Z,c157,c116,17747
1004,2026-08-04T12:27:00Z,c176,m033,6602
1005,2026-08-04T12:29:00Z,c159,m013,50000
1006,2026-08-04T12:34:00Z,c042,m001,33016
1007,2026-08-04T12:35:00Z,c141,c043,1187
1008,2026-08-04T12:42:00Z,c031,m026,1535
1009,2026-08-04T12:44:00Z,c131,m014,9879
1010,2026-08-04T12:45:00Z,c043,c095,10588
1011,2026-08-04T12:47:00Z,c067,m006,910
1012,2026-08-04T12:47:00Z,c111,m031,7281
1013,2026-08-04T12:53:00Z,c030,c150,1562
1014,2026-08-04T12:55:00Z,c003,m036,3230
1015,2026-08-04T12:56:00Z,c131,m025,9610
1016,2026-08-04T12:57:00Z,c061,m014,8411
1017,2026-08-04T12:57:00Z,c139,m007,48002
1018,2026-08-04T12:59:00Z,c169,m039,14525
1019,2026-08-04T13:00:00Z,c030,m021,1524
1020,2026-08-04T13:03:00Z,c058,c018,3037
1021,2026-08-04T13:03:00Z,c078,m020,4298
1022,2026-08-04T13:04:00Z,c084,m004,46394
1023,2026-08-04T13:09:00Z,c090,m027,12865
1024,2026-08-04T13:09:00Z,c168,c108,10214
1025,2026-08-04T13:10:00Z,c103,m029,2202
1026,2026-08-04T13:13:00Z,c058,m002,3294
1027,2026-08-04T13:14:00Z,c067,m038,1981
1028,2026-08-04T13:15:00Z,c094,m038,26651
1029,2026-08-04T13:21:00Z,c041,m000,3989
1030,2026-08-04T13:21:00Z,c179,m031,1327
1031,2026-08-04T13:24:00Z,c179,c094,5548
1032,2026-08-04T13:25:00Z,c131,m025,12547
1033,2026-08-04T13:27:00Z,c179,m024,2713
1034,2026-08-04T13:30:00Z,c034,c166,10232
1035,2026-08-04T13:30:00Z,c037,c003,18635
1036,2026-08-04T13:30:00Z,c179,m007,2017
1037,2026-08-04T13:32:00Z,c037,c122,22524
1038,2026-08-04T13:34:00Z,c061,m029,28612
1039,2026-08-04T13:37:00Z,c179,c080,1640
1040,2026-08-04T13:40:00Z,c168,m034,14494
1041,2026-08-04T13:45:00Z,c085,m003,1820
1042,2026-08-04T13:52:00Z,c134,c101,16237
1043,2026-08-04T13:55:00Z,c059,m021,24221
1044,2026-08-04T13:56:00Z,c084,c056,5345
1045,2026-08-04T13:59:00Z,c059,m030,15541
1046,2026-08-04T14:00:00Z,c059,m032,240000
1047,2026-08-04T14:01:00Z,c075,c007,7096
1048,2026-08-04T14:03:00Z,c134,c101,22468
1049,2026-08-04T14:03:00Z,c144,c174,10116
1050,2026-08-04T14:04:00Z,c059,m002,14157
1051,2026-08-04T14:07:00Z,c088,m021,8905
1052,2026-08-04T14:07:00Z,c092,c116,1788
1053,2026-08-04T14:09:00Z,c073,c154,10862
1054,2026-08-04T14:10:00Z,c139,m038,400000
1055,2026-08-04T14:12:00Z,c083,m023,1757
1056,2026-08-04T14:13:00Z,c052,m026,5958
1057,2026-08-04T14:17:00Z,c047,c069,120000
1058,2026-08-04T14:18:00Z,c022,c066,1518
1059,2026-08-04T14:18:00Z,c073,m004,6752
1060,2026-08-04T14:19:00Z,c123,m010,1241
1061,2026-08-04T14:20:00Z,c029,c175,1236
1062,2026-08-04T14:21:00Z,c047,m000,11479
1063,2026-08-04T14:22:00Z,c047,c065,6559
1064,2026-08-04T14:29:00Z,c047,m015,5512
1065,2026-08-04T14:31:00Z,c041,m037,4574
1066,2026-08-04T14:36:00Z,c029,m019,5151
1067,2026-08-04T14:39:00Z,c162,m001,11517
1068,2026-08-04T14:40:00Z,c012,m021,50000
1069,2026-08-04T14:42:00Z,c153,c054,20683
1070,2026-08-04T14:44:00Z,c133,c155,1990
1071,2026-08-04T14:49:00Z,c018,m024,17651
1072,2026-08-04T15:01:00Z,c083,c113,3191
1073,2026-08-04T15:02:00Z,c017,m016,31390
